#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
lcl|NC_000913.3_prot_NP_414758.1_219	lcl|NC_017632.1_prot_WP_001331866.1_3161	255	255	100	100	255	99.216	533
lcl|NC_000913.3_prot_NP_414759.1_220	lcl|NC_017632.1_prot_WP_001225679.1_3160	246	246	100	100	246	100.000	511
lcl|NC_000913.3_prot_NP_414762.1_223	lcl|NC_017632.1_prot_WP_000093936.1_3159	249	249	97	97	241	92.116	470
lcl|NC_000913.3_prot_NP_414763.1_224	lcl|NC_017632.1_prot_WP_000006241.1_3158	165	165	99	99	164	95.732	333
lcl|NC_000913.3_prot_NP_414766.1_225	lcl|NC_017632.1_prot_WP_001226168.1_3154	351	351	100	100	351	99.430	721
lcl|NC_000913.3_prot_NP_414767.1_226	lcl|NC_017632.1_prot_WP_000554758.1_3153	97	97	100	100	97	100.000	197
lcl|NC_000913.3_prot_NP_414768.1_227	lcl|NC_017632.1_prot_WP_001263500.1_3152	132	132	100	100	132	97.727	270
lcl|NC_000913.3_prot_NP_414769.1_228	lcl|NC_017632.1_prot_WP_001059895.1_3151	150	150	100	100	150	94.000	298
lcl|NC_000913.3_prot_NP_414772.1_229	lcl|NC_017632.1_prot_WP_001292999.1_3148	485	485	100	100	485	99.381	992
lcl|NC_000913.3_prot_NP_414773.1_230	lcl|NC_017632.1_prot_WP_001291988.1_3147	152	152	100	100	152	98.684	309
lcl|NC_000913.3_prot_NP_414774.1_231	lcl|NC_017632.1_prot_WP_000189577.1_3146	414	414	100	100	414	99.517	863
lcl|NC_000913.3_prot_232	lcl|NC_017632.1_prot_WP_000174703.1_3145	133	133	100	100	133	94.737	265
lcl|NC_000913.3_prot_NP_414776.1_235	lcl|NC_017632.1_prot_WP_000749902.1_3144	351	351	100	100	351	98.575	701
lcl|NC_000913.3_prot_NP_414777.1_236	lcl|NC_017632.1_prot_WP_001285288.1_3143	367	367	100	100	367	100.000	739
lcl|NC_000913.3_prot_NP_414778.1_237	lcl|NC_017632.1_prot_WP_000893305.1_3142	417	417	100	100	417	99.520	843
lcl|NC_000913.3_prot_NP_414821.1_282	lcl|NC_017632.1_prot_WP_001019923.1_3126	204	204	100	100	204	99.510	415
lcl|NC_000913.3_prot_NP_414822.1_283	lcl|NC_017632.1_prot_WP_001295797.1_3124	109	109	100	100	109	98.165	223
lcl|NC_000913.3_prot_NP_414823.2_284	lcl|NC_017632.1_prot_WP_001295798.1_3123	236	236	100	100	236	97.458	478
lcl|NC_000913.3_prot_NP_414824.1_285	lcl|NC_017632.1_prot_WP_001265640.1_3122	547	547	100	100	547	99.086	1122
lcl|NC_000913.3_prot_NP_414825.1_286	lcl|NC_017632.1_prot_WP_001131109.1_3121	841	841	100	100	841	98.573	1692
lcl|NC_000913.3_prot_NP_414826.1_287	lcl|NC_017632.1_prot_WP_000716404.1_3120	222	222	100	100	222	99.099	455
lcl|NC_000913.3_prot_NP_414827.1_288	lcl|NC_017632.1_prot_WP_000095070.1_3119	195	205	99	95	194	98.454	374
lcl|NC_000913.3_prot_NP_414828.1_289	lcl|NC_017632.1_prot_WP_000389022.1_3118	196	180	92	100	180	97.222	359
lcl|NC_000913.3_prot_YP_588437.1_291	lcl|NC_017632.1_prot_WP_000866436.1_3116	46	46	100	100	46	100.000	94.0
lcl|NC_000913.3_prot_NP_414830.1_292	lcl|NC_017632.1_prot_WP_000803998.1_3115	87	87	100	100	87	100.000	178
lcl|NC_000913.3_prot_YP_002791238.1_293	lcl|NC_017632.1_prot_WP_000739809.1_3114	33	33	100	100	33	96.970	64.3
lcl|NC_000913.3_prot_NP_414835.2_296	lcl|NC_017632.1_prot_WP_001298546.1_3104	197	197	100	100	197	98.477	399
lcl|NC_000913.3_prot_NP_414837.2_297	lcl|NC_017632.1_prot_WP_000474088.1_3103	78	78	100	100	78	96.154	149
lcl|NC_000913.3_prot_NP_414838.2_298	lcl|NC_017632.1_prot_WP_001046334.1_3102	441	441	100	100	441	98.413	893
lcl|NC_000913.3_prot_NP_414839.1_299	lcl|NC_017632.1_prot_WP_001295801.1_3101	284	284	100	100	284	98.944	582
lcl|NC_000913.3_prot_NP_414840.1_300	lcl|NC_017632.1_prot_WP_001102123.1_3100	239	239	100	100	239	99.163	489
lcl|NC_000913.3_prot_NP_414841.1_301	lcl|NC_017632.1_prot_WP_000023913.1_3099	475	475	100	100	475	99.368	989
lcl|NC_000913.3_prot_NP_414842.4_302	lcl|NC_017632.1_prot_WP_001298555.1_3098	231	231	100	100	231	97.403	457
lcl|NC_000913.3_prot_NP_414844.1_303	lcl|NC_017632.1_prot_3097	222	222	82	82	183	95.082	360
lcl|NC_000913.3_prot_NP_414845.1_304	lcl|NC_017632.1_prot_WP_001159135.1_3091	556	562	100	99	556	98.022	1145
lcl|NC_000913.3_prot_NP_414846.1_305	lcl|NC_017632.1_prot_WP_001350625.1_3090	490	490	100	100	490	98.571	998
lcl|NC_000913.3_prot_NP_414847.3_306	lcl|NC_017632.1_prot_WP_001314510.1_3089	195	195	100	100	195	96.923	382
lcl|NC_000913.3_prot_NP_414848.1_307	lcl|NC_017632.1_prot_WP_000131041.1_3088	677	677	100	100	677	99.705	1380
lcl|NC_000913.3_prot_NP_414849.1_309	lcl|NC_017632.1_prot_WP_001295808.1_3087	362	362	100	100	362	98.895	747
lcl|NC_000913.3_prot_NP_414850.1_310	lcl|NC_017632.1_prot_3086	310	310	94	94	292	97.945	595
lcl|NC_000913.3_prot_NP_414851.1_311	lcl|NC_017632.1_prot_WP_001013871.1_3085	165	165	100	100	165	96.970	311
lcl|NC_000913.3_prot_NP_414852.1_312	lcl|NC_017632.1_prot_WP_000153089.1_3084	201	201	100	100	201	98.507	402
lcl|NC_000913.3_prot_NP_414853.1_313	lcl|NC_017632.1_prot_WP_001313614.1_3083	287	287	100	100	287	96.864	583
lcl|NC_000913.3_prot_NP_414854.1_314	lcl|NC_017632.1_prot_WP_000111845.1_3082	515	515	100	100	515	97.670	1029
lcl|NC_000913.3_prot_NP_414855.1_315	lcl|NC_017632.1_prot_WP_000083468.1_3081	472	472	100	100	472	98.729	966
lcl|NC_000913.3_prot_NP_414857.1_317	lcl|NC_017632.1_prot_WP_000661611.1_3080	316	316	100	100	316	98.734	635
lcl|NC_000913.3_prot_NP_414858.1_318	lcl|NC_017632.1_prot_WP_000662403.1_3079	460	460	100	100	460	98.043	940
lcl|NC_000913.3_prot_NP_414859.1_319	lcl|NC_017632.1_prot_WP_000692719.1_3073	349	349	100	100	349	97.994	712
lcl|NC_000913.3_prot_NP_414861.2_321	lcl|NC_017632.1_prot_WP_000290605.1_3072	81	81	100	100	81	92.593	149
lcl|NC_000913.3_prot_NP_414862.1_322	lcl|NC_017632.1_prot_WP_000976975.1_3071	223	223	100	100	223	99.103	443
lcl|NC_000913.3_prot_NP_414863.1_323	lcl|NC_017632.1_prot_WP_000691953.1_3070	91	91	100	100	91	98.901	178
lcl|NC_000913.3_prot_NP_414864.1_324	lcl|NC_017632.1_prot_3069	528	528	100	100	528	98.295	1061
lcl|NC_000913.3_prot_NP_414865.1_325	lcl|NC_017632.1_prot_WP_000052170.1_3068	296	296	100	100	296	98.649	599
lcl|NC_000913.3_prot_NP_414868.1_327	lcl|NC_017632.1_prot_WP_001275885.1_3066	483	483	100	100	483	99.172	1002
lcl|NC_000913.3_prot_NP_414869.1_328	lcl|NC_017632.1_prot_WP_000010273.1_3065	628	628	100	100	628	99.204	1285
lcl|NC_000913.3_prot_NP_414870.1_329	lcl|NC_017632.1_prot_WP_000076253.1_3064	419	419	100	100	419	99.523	812
lcl|NC_000913.3_prot_NP_414871.1_330	lcl|NC_017632.1_prot_WP_000069181.1_3063	427	427	100	100	427	98.595	878
lcl|NC_000913.3_prot_NP_414876.1_335	lcl|NC_017632.1_prot_WP_001350624.1_3062	203	203	100	100	203	96.552	408
lcl|NC_000913.3_prot_NP_414877.1_336	lcl|NC_017632.1_prot_WP_000291549.1_3061	417	417	100	100	417	100.000	830
lcl|NC_000913.3_prot_NP_414878.1_337	lcl|NC_017632.1_prot_WP_000177872.1_3060	1024	1024	100	100	1024	97.559	2083
lcl|NC_000913.3_prot_NP_414879.3_338	lcl|NC_017632.1_prot_WP_000805859.1_3059	360	360	100	100	360	99.167	725
lcl|NC_000913.3_prot_NP_414888.4_347	lcl|NC_017632.1_prot_WP_001096705.1_3057	179	179	100	100	179	100.000	357
lcl|NC_000913.3_prot_NP_414889.1_348	lcl|NC_017632.1_prot_WP_000419070.1_3056	277	277	100	100	277	97.834	573
lcl|NC_000913.3_prot_NP_414890.1_349	lcl|NC_017632.1_prot_WP_000842109.1_3055	369	369	100	100	369	99.187	753
lcl|NC_000913.3_prot_NP_414891.4_350	lcl|NC_017632.1_prot_WP_001141271.1_3054	91	91	100	100	91	100.000	185
lcl|NC_000913.3_prot_NP_414892.1_351	lcl|NC_017632.1_prot_WP_000596101.1_3053	257	257	100	100	257	98.054	518
lcl|NC_000913.3_prot_352	lcl|NC_017632.1_prot_WP_000582569.1_1373	232	174	76	100	176	96.591	338
lcl|NC_000913.3_prot_NP_414897.1_355	lcl|NC_017632.1_prot_WP_000860418.1_3051	398	398	100	100	398	98.492	813
lcl|NC_000913.3_prot_NP_414898.4_357	lcl|NC_017632.1_prot_WP_000362014.1_3050	185	223	100	83	185	95.135	372
lcl|NC_000913.3_prot_NP_414899.2_358	lcl|NC_017632.1_prot_WP_001350622.1_3049	320	320	100	100	320	98.750	635
lcl|NC_000913.3_prot_NP_414900.1_359	lcl|NC_017632.1_prot_WP_000939359.1_3048	255	255	100	100	255	98.039	505
lcl|NC_000913.3_prot_NP_414901.1_360	lcl|NC_017632.1_prot_WP_000114581.1_3047	275	275	100	100	275	97.091	509
lcl|NC_000913.3_prot_NP_414902.1_361	lcl|NC_017632.1_prot_WP_000004062.1_3046	283	283	100	100	283	97.173	570
lcl|NC_000913.3_prot_NP_414903.4_362	lcl|NC_017632.1_prot_WP_001295337.1_3045	324	324	100	100	324	100.000	667
lcl|NC_000913.3_prot_363	lcl|NC_017632.1_prot_3044	968	995	100	100	1000	82.000	1520
lcl|NC_000913.3_prot_NP_414909.2_367	lcl|NC_017632.1_prot_WP_001350621.1_3043	207	207	100	100	207	99.034	423
lcl|NC_000913.3_prot_NP_414910.1_368	lcl|NC_017632.1_prot_WP_000830766.1_3042	385	385	100	100	385	99.481	791
lcl|NC_000913.3_prot_NP_414911.1_369	lcl|NC_017632.1_prot_WP_001304845.1_3041	406	406	100	100	406	99.754	824
lcl|NC_000913.3_prot_NP_414912.1_370	lcl|NC_017632.1_prot_WP_000092062.1_3040	364	364	100	100	364	98.901	748
lcl|NC_000913.3_prot_NP_414913.1_371	lcl|NC_017632.1_prot_WP_000763151.1_3039	102	102	100	100	102	100.000	209
lcl|NC_000913.3_prot_NP_414914.2_372	lcl|NC_017632.1_prot_WP_001295334.1_3038	70	70	100	100	70	100.000	143
lcl|NC_000913.3_prot_NP_414915.1_373	lcl|NC_017632.1_prot_WP_000413685.1_3037	364	364	100	100	364	99.725	746
lcl|NC_000913.3_prot_NP_414916.1_374	lcl|NC_017632.1_prot_WP_000792973.1_3035	86	86	100	100	86	98.837	171
lcl|NC_000913.3_prot_NP_414917.2_375	lcl|NC_017632.1_prot_WP_000814404.1_3034	471	471	100	100	471	99.363	958
lcl|NC_000913.3_prot_NP_414918.4_376	lcl|NC_017632.1_prot_WP_001295332.1_3033	106	106	100	100	106	100.000	215
lcl|NC_000913.3_prot_NP_414919.1_377	lcl|NC_017632.1_prot_WP_000484068.1_3032	371	371	100	100	371	99.191	756
lcl|NC_000913.3_prot_NP_414920.1_378	lcl|NC_017632.1_prot_WP_001331506.1_3031	269	269	100	100	269	98.513	540
lcl|NC_000913.3_prot_NP_414921.2_379	lcl|NC_017632.1_prot_WP_000158159.1_3030	152	152	100	100	152	100.000	308
lcl|NC_000913.3_prot_NP_414922.1_380	lcl|NC_017632.1_prot_WP_000193383.1_3029	174	174	100	100	174	99.425	353
lcl|NC_000913.3_prot_NP_414923.1_381	lcl|NC_017632.1_prot_WP_001142433.1_3028	63	63	100	100	63	98.413	128
lcl|NC_000913.3_prot_NP_414924.1_382	lcl|NC_017632.1_prot_WP_001276402.1_3027	225	225	100	100	225	96.889	436
lcl|NC_000913.3_prot_NP_414925.1_383	lcl|NC_017632.1_prot_WP_000941942.1_3026	94	94	100	100	94	100.000	194
lcl|NC_000913.3_prot_YP_009518750.1_384	lcl|NC_017632.1_prot_WP_122083095.1_3024	27	26	96	100	26	88.462	48.5
lcl|NC_000913.3_prot_NP_414927.1_385	lcl|NC_017632.1_prot_WP_001298537.1_3023	303	303	100	100	303	100.000	618
lcl|NC_000913.3_prot_NP_414928.2_386	lcl|NC_017632.1_prot_WP_001219315.1_3022	302	302	100	100	302	99.338	615
lcl|NC_000913.3_prot_NP_414930.3_387	lcl|NC_017632.1_prot_WP_001331503.1_3021	394	394	100	100	394	98.985	766
lcl|NC_000913.3_prot_NP_414931.1_388	lcl|NC_017632.1_prot_WP_000698877.1_3020	1048	1047	100	100	1048	97.042	2022
lcl|NC_000913.3_prot_NP_414932.1_389	lcl|NC_017632.1_prot_WP_001221279.1_3019	400	400	100	100	400	98.500	817
lcl|NC_000913.3_prot_NP_414933.1_390	lcl|NC_017632.1_prot_WP_000113933.1_3018	229	229	100	100	229	100.000	470
lcl|NC_000913.3_prot_NP_414934.1_391	lcl|NC_017632.1_prot_WP_000893603.1_3017	431	431	100	100	431	99.768	882
lcl|NC_000913.3_prot_NP_414935.1_392	lcl|NC_017632.1_prot_WP_000149635.1_3016	439	439	100	100	439	99.772	862
lcl|NC_000913.3_prot_NP_414936.1_393	lcl|NC_017632.1_prot_WP_001295329.1_3015	457	457	100	100	457	100.000	912
lcl|NC_000913.3_prot_NP_414937.2_394	lcl|NC_017632.1_prot_WP_000979364.1_3014	604	605	100	99	604	97.682	1232
lcl|NC_000913.3_prot_NP_414938.1_395	lcl|NC_017632.1_prot_WP_001009870.1_3013	193	193	100	100	193	97.927	390
lcl|NC_000913.3_prot_NP_414939.1_396	lcl|NC_017632.1_prot_WP_001266511.1_3012	356	356	100	100	356	99.157	724
lcl|NC_000913.3_prot_NP_414940.1_397	lcl|NC_017632.1_prot_WP_000667319.1_3011	375	375	100	100	375	100.000	778
lcl|NC_000913.3_prot_NP_414941.1_398	lcl|NC_017632.1_prot_WP_000007629.1_3010	110	110	100	100	110	100.000	223
lcl|NC_000913.3_prot_NP_414942.1_399	lcl|NC_017632.1_prot_WP_000934823.1_3009	615	615	100	100	615	99.837	1235
lcl|NC_000913.3_prot_NP_414943.1_400	lcl|NC_017632.1_prot_WP_000046637.1_3008	323	323	100	100	323	100.000	653
lcl|NC_000913.3_prot_NP_414944.1_401	lcl|NC_017632.1_prot_WP_001317658.1_3007	115	115	100	100	115	99.130	242
lcl|NC_000913.3_prot_NP_414945.1_402	lcl|NC_017632.1_prot_WP_001295827.1_3006	294	294	100	100	294	98.299	592
lcl|NC_000913.3_prot_NP_414946.4_403	lcl|NC_017632.1_prot_WP_001298536.1_3005	179	179	100	100	179	98.324	357
lcl|NC_000913.3_prot_NP_414947.1_404	lcl|NC_017632.1_prot_WP_000543535.1_3004	149	149	100	100	149	100.000	303
lcl|NC_000913.3_prot_NP_414948.1_405	lcl|NC_017632.1_prot_WP_001150487.1_3003	367	367	100	100	367	98.093	743
lcl|NC_000913.3_prot_NP_414949.1_406	lcl|NC_017632.1_prot_WP_001350619.1_3002	156	156	100	100	156	99.359	307
lcl|NC_000913.3_prot_NP_414950.1_407	lcl|NC_017632.1_prot_WP_000801125.1_3001	139	139	100	100	139	100.000	281
lcl|NC_000913.3_prot_NP_414951.1_408	lcl|NC_017632.1_prot_WP_000742109.1_3000	325	325	100	100	325	100.000	655
lcl|NC_000913.3_prot_NP_414952.1_409	lcl|NC_017632.1_prot_WP_000154049.1_2999	172	172	100	100	172	99.419	343
lcl|NC_000913.3_prot_NP_414953.2_410	lcl|NC_017632.1_prot_WP_001199808.1_2998	324	324	100	100	324	99.074	664
lcl|NC_000913.3_prot_NP_414954.1_411	lcl|NC_017632.1_prot_WP_000006815.1_2997	620	620	100	100	620	99.839	1275
lcl|NC_000913.3_prot_NP_414955.1_412	lcl|NC_017632.1_prot_WP_000347226.1_2996	299	299	100	100	299	99.666	599
lcl|NC_000913.3_prot_NP_414956.1_413	lcl|NC_017632.1_prot_WP_001124935.1_2995	80	80	100	100	80	100.000	157
lcl|NC_000913.3_prot_NP_414957.1_414	lcl|NC_017632.1_prot_WP_000668687.1_2994	482	482	100	100	482	99.585	984
lcl|NC_000913.3_prot_NP_414958.4_415	lcl|NC_017632.1_prot_WP_001276309.1_2993	196	196	100	100	196	99.490	395
lcl|NC_000913.3_prot_NP_414959.1_416	lcl|NC_017632.1_prot_WP_000705871.1_2992	303	303	100	100	303	99.670	624
lcl|NC_000913.3_prot_NP_414960.2_417	lcl|NC_017632.1_prot_WP_001138904.1_2991	163	163	100	100	163	100.000	327
lcl|NC_000913.3_prot_NP_414961.4_418	lcl|NC_017632.1_prot_WP_001000984.1_2990	454	454	100	100	454	99.119	902
lcl|NC_000913.3_prot_NP_414962.1_419	lcl|NC_017632.1_prot_WP_000576425.1_2989	296	296	100	100	296	99.662	587
lcl|NC_000913.3_prot_NP_414963.1_420	lcl|NC_017632.1_prot_WP_000019796.1_2988	109	109	100	100	109	96.330	207
lcl|NC_000913.3_prot_NP_414964.1_421	lcl|NC_017632.1_prot_WP_000179824.1_2987	204	204	100	100	204	99.510	412
lcl|NC_000913.3_prot_NP_414965.1_422	lcl|NC_017632.1_prot_WP_000467180.1_2986	663	663	100	100	663	100.000	1338
lcl|NC_000913.3_prot_NP_414966.1_423	lcl|NC_017632.1_prot_WP_001239430.1_2985	315	315	100	100	315	99.365	650
lcl|NC_000913.3_prot_NP_414967.1_424	lcl|NC_017632.1_prot_WP_000098442.1_2984	491	491	100	100	491	99.389	964
lcl|NC_000913.3_prot_NP_414968.4_425	lcl|NC_017632.1_prot_WP_001295326.1_2983	192	192	100	100	192	100.000	393
lcl|NC_000913.3_prot_NP_414969.4_426	lcl|NC_017632.1_prot_WP_000973448.1_2982	105	105	100	100	105	100.000	218
lcl|NC_000913.3_prot_NP_414970.1_427	lcl|NC_017632.1_prot_WP_001198385.1_2981	432	429	99	100	429	100.000	855
lcl|NC_000913.3_prot_NP_414971.1_428	lcl|NC_017632.1_prot_WP_000122253.1_2980	207	207	100	100	207	100.000	431
lcl|NC_000913.3_prot_NP_414972.1_429	lcl|NC_017632.1_prot_WP_000130305.1_2979	424	424	100	100	424	100.000	860
lcl|NC_000913.3_prot_NP_414973.1_430	lcl|NC_017632.1_prot_WP_001295325.1_2978	784	784	100	100	784	100.000	1597
lcl|NC_000913.3_prot_NP_414974.1_431	lcl|NC_017632.1_prot_WP_001043542.1_2977	90	90	100	100	90	100.000	174
lcl|NC_000913.3_prot_NP_414975.1_432	lcl|NC_017632.1_prot_WP_000969372.1_2976	623	623	100	100	623	100.000	1262
lcl|NC_000913.3_prot_NP_414976.1_433	lcl|NC_017632.1_prot_WP_000680314.1_2975	123	123	100	100	123	99.187	243
lcl|NC_000913.3_prot_NP_414977.1_434	lcl|NC_017632.1_prot_WP_001194552.1_2974	132	132	100	100	132	98.485	268
lcl|NC_000913.3_prot_NP_414978.1_435	lcl|NC_017632.1_prot_WP_000817227.1_2973	231	231	100	100	231	99.134	479
lcl|NC_000913.3_prot_NP_414979.1_436	lcl|NC_017632.1_prot_WP_001238241.1_2972	566	566	100	100	566	99.117	1154
lcl|NC_000913.3_prot_NP_414980.2_437	lcl|NC_017632.1_prot_WP_014639782.1_2971	272	273	100	100	273	99.267	554
lcl|NC_000913.3_prot_NP_414981.4_438	lcl|NC_017632.1_prot_WP_000884589.1_2970	152	152	100	100	152	100.000	315
lcl|NC_000913.3_prot_NP_414982.1_439	lcl|NC_017632.1_prot_WP_001235600.1_2969	590	590	100	100	590	97.797	1182
lcl|NC_000913.3_prot_NP_414983.1_440	lcl|NC_017632.1_prot_WP_001256184.1_2968	593	593	100	100	593	99.325	1187
lcl|NC_000913.3_prot_NP_414984.1_441	lcl|NC_017632.1_prot_WP_000780338.1_2967	112	112	100	100	112	100.000	221
lcl|NC_000913.3_prot_NP_414985.1_442	lcl|NC_017632.1_prot_WP_000685044.1_2966	428	428	100	100	428	99.533	837
lcl|NC_000913.3_prot_NP_414986.1_443	lcl|NC_017632.1_prot_WP_000075870.1_2965	286	286	100	100	286	99.301	588
lcl|NC_000913.3_prot_NP_414987.3_444	lcl|NC_017632.1_prot_WP_000779831.1_2964	190	190	100	100	190	99.474	366
lcl|NC_000913.3_prot_NP_414988.1_445	lcl|NC_017632.1_prot_WP_000409908.1_2963	129	103	80	100	103	99.029	209
lcl|NC_000913.3_prot_NP_414989.1_446	lcl|NC_017632.1_prot_WP_000878140.1_2962	117	117	100	100	117	100.000	236
lcl|NC_000913.3_prot_NP_414990.2_447	lcl|NC_017632.1_prot_WP_001350616.1_2961	516	516	100	100	516	98.837	1050
lcl|NC_000913.3_prot_NP_414991.4_448	lcl|NC_017632.1_prot_WP_000136192.1_2960	156	156	100	100	156	100.000	322
lcl|NC_000913.3_prot_NP_414992.1_449	lcl|NC_017632.1_prot_WP_000102543.1_2959	183	183	100	100	183	97.268	368
lcl|NC_000913.3_prot_NP_414993.1_450	lcl|NC_017632.1_prot_WP_001291435.1_2958	72	72	100	100	72	100.000	149
lcl|NC_000913.3_prot_NP_414994.1_451	lcl|NC_017632.1_prot_WP_000344800.1_2957	124	124	100	100	124	100.000	260
lcl|NC_000913.3_prot_NP_414995.1_452	lcl|NC_017632.1_prot_WP_001132469.1_2956	1049	1049	100	100	1049	100.000	2138
lcl|NC_000913.3_prot_NP_414996.1_453	lcl|NC_017632.1_prot_WP_001295833.1_2955	397	397	100	100	397	99.748	795
lcl|NC_000913.3_prot_NP_414997.1_454	lcl|NC_017632.1_prot_WP_000101737.1_2954	215	215	100	100	215	100.000	446
lcl|NC_000913.3_prot_NP_414998.1_455	lcl|NC_017632.1_prot_WP_000177749.1_2953	1120	1120	100	100	1120	99.464	2271
lcl|NC_000913.3_prot_NP_414999.1_456	lcl|NC_017632.1_prot_WP_000051146.1_2952	53	53	100	100	53	98.113	100
lcl|NC_000913.3_prot_NP_415000.1_457	lcl|NC_017632.1_prot_WP_000844868.1_2951	175	175	100	100	175	97.714	335
lcl|NC_000913.3_prot_NP_415001.1_458	lcl|NC_017632.1_prot_WP_001188900.1_2950	125	125	100	100	125	97.600	243
lcl|NC_000913.3_prot_NP_415002.1_459	lcl|NC_017632.1_prot_WP_000127356.1_2949	183	183	100	100	183	100.000	365
lcl|NC_000913.3_prot_NP_415003.1_460	lcl|NC_017632.1_prot_WP_000122015.1_2948	643	643	100	100	643	99.844	1303
lcl|NC_000913.3_prot_NP_415004.1_462	lcl|NC_017632.1_prot_WP_000467098.1_2947	109	109	100	100	109	100.000	222
lcl|NC_000913.3_prot_NP_415005.1_463	lcl|NC_017632.1_prot_WP_001195025.1_2946	201	201	100	100	201	100.000	414
lcl|NC_000913.3_prot_NP_415006.1_464	lcl|NC_017632.1_prot_WP_000678211.1_2945	624	624	100	100	624	99.840	1276
lcl|NC_000913.3_prot_NP_415007.1_465	lcl|NC_017632.1_prot_WP_001331495.1_2944	214	214	100	100	214	99.065	427
lcl|NC_000913.3_prot_NP_415008.1_466	lcl|NC_017632.1_prot_WP_001250114.1_2943	320	320	100	100	320	99.062	656
lcl|NC_000913.3_prot_NP_415009.1_467	lcl|NC_017632.1_prot_WP_000801795.1_2942	319	319	100	100	319	97.492	645
lcl|NC_000913.3_prot_NP_415010.1_468	lcl|NC_017632.1_prot_WP_000671574.1_2941	434	434	100	100	434	100.000	912
lcl|NC_000913.3_prot_NP_415011.1_469	lcl|NC_017632.1_prot_WP_000546254.1_2940	558	558	99	99	557	99.282	1087
lcl|NC_000913.3_prot_NP_415012.1_470	lcl|NC_017632.1_prot_WP_001251632.1_2939	406	406	100	100	406	99.507	798
lcl|NC_000913.3_prot_NP_415013.1_471	lcl|NC_017632.1_prot_WP_000771762.1_2938	550	550	100	100	550	99.636	1134
lcl|NC_000913.3_prot_NP_415015.1_473	lcl|NC_017632.1_prot_WP_000365177.1_2934	264	264	100	100	264	99.621	539
lcl|NC_000913.3_prot_NP_415016.4_474	lcl|NC_017632.1_prot_WP_000806442.1_2932	113	113	100	100	113	100.000	229
lcl|NC_000913.3_prot_NP_415017.1_475	lcl|NC_017632.1_prot_WP_000083945.1_2931	834	834	100	100	834	99.281	1670
lcl|NC_000913.3_prot_NP_415018.1_477	lcl|NC_017632.1_prot_WP_000883052.1_2930	310	310	100	100	310	98.065	627
lcl|NC_000913.3_prot_NP_415019.1_478	lcl|NC_017632.1_prot_WP_000982162.1_2929	430	430	100	100	430	99.302	837
lcl|NC_000913.3_prot_NP_415020.1_479	lcl|NC_017632.1_prot_WP_001026752.1_2928	135	135	100	100	135	99.259	280
lcl|NC_000913.3_prot_NP_415021.2_480	lcl|NC_017632.1_prot_WP_000970318.1_2923	152	152	99	99	150	98.000	288
lcl|NC_000913.3_prot_NP_415022.1_481	lcl|NC_017632.1_prot_WP_000904497.1_2922	305	305	100	100	305	99.672	613
lcl|NC_000913.3_prot_NP_415023.1_482	lcl|NC_017632.1_prot_WP_001157551.1_2921	225	225	100	100	225	99.111	462
lcl|NC_000913.3_prot_NP_415024.4_483	lcl|NC_017632.1_prot_WP_001295323.1_2920	259	259	100	100	259	100.000	520
lcl|NC_000913.3_prot_NP_415025.4_484	lcl|NC_017632.1_prot_WP_001295322.1_2919	284	284	100	100	284	99.648	568
lcl|NC_000913.3_prot_NP_415026.1_485	lcl|NC_017632.1_prot_WP_000148948.1_2918	269	269	100	100	269	99.257	553
lcl|NC_000913.3_prot_NP_415027.1_486	lcl|NC_017632.1_prot_WP_001295836.1_2917	208	207	99	100	207	100.000	423
lcl|NC_000913.3_prot_NP_415028.1_487	lcl|NC_017632.1_prot_WP_001110564.1_2916	228	228	100	100	228	99.123	449
lcl|NC_000913.3_prot_NP_415029.1_488	lcl|NC_017632.1_prot_WP_000561825.1_2915	804	804	100	100	804	98.756	1582
lcl|NC_000913.3_prot_NP_415036.1_492	lcl|NC_017632.1_prot_2914	364	364	96	96	350	96.571	699
lcl|NC_000913.3_prot_NP_415037.1_493	lcl|NC_017632.1_prot_WP_000460112.1_2913	308	308	100	100	308	98.701	625
lcl|NC_000913.3_prot_NP_415038.1_494	lcl|NC_017632.1_prot_WP_000776372.1_2912	160	160	100	100	160	98.750	328
lcl|NC_000913.3_prot_NP_415039.1_495	lcl|NC_017632.1_prot_WP_000141274.1_2911	271	271	99	99	270	100.000	549
lcl|NC_000913.3_prot_NP_415040.1_496	lcl|NC_017632.1_prot_WP_001331491.1_2910	593	593	100	100	593	99.663	1222
lcl|NC_000913.3_prot_NP_415041.1_497	lcl|NC_017632.1_prot_WP_000943566.1_2909	258	258	100	100	258	98.062	534
lcl|NC_000913.3_prot_NP_415042.1_498	lcl|NC_017632.1_prot_WP_000765828.1_2908	292	292	100	100	292	99.315	587
lcl|NC_000913.3_prot_NP_415044.4_499	lcl|NC_017632.1_prot_WP_000401115.1_2907	484	484	100	100	484	99.174	959
lcl|NC_000913.3_prot_NP_415045.1_500	lcl|NC_017632.1_prot_WP_000006873.1_2906	453	453	100	100	453	99.338	933
lcl|NC_000913.3_prot_NP_415046.4_501	lcl|NC_017632.1_prot_WP_001298336.1_2905	433	433	100	100	433	99.769	848
lcl|NC_000913.3_prot_NP_415047.1_502	lcl|NC_017632.1_prot_WP_001331490.1_2904	381	381	100	100	381	98.425	745
